X,Y,OBJECTID,DCA_ID,TITLE,TYPE,NUMBER_,LOCATION,GANUM,COUNTY_ID,COUNTY_FIP,COUNTY_NM,SDR_NUMBER,RDC_NUMBER,RDC_2001,LONGITUDE,LATITUDE,CONDITION,COMMENT,GlobalID,last_edited_date
-84.453968304576833,33.828036748298125,96,1146,Fort Peach Tree,GHM,060-61,"At Fort Peachtree, Atlanta Water Works, off Ridgewood Rd",821,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.453964,33.82803,3, ,{2C84181F-3237-46E8-856C-5D5BA8C6F656},
-84.454016077372785,33.828045568661089,97,1208,Montgomery's Ferry,GHM,060-62,"At Fort Peach Tree, Atlanta Water Works, off Ridgewood Rd",822,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.454012,33.828039,1, ,{947B0FA1-D356-439B-9569-8C7AE1887693},
-84.406296945026753,33.794317587213982,98,1201,Loring's Hill,GHM,060-69,Trabert Ave 1 block east of Northside Dr,829,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.406293,33.794311,1, ,{12A4CA24-35EC-4872-9018-A04EF4FDBB5C},
-84.411919766154256,33.790225070275568,99,1163,Gen. Stewart's H'dq'rs,GHM,060-90,"Howell Mill Rd at Bishop St, Atlanta",856,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.411916,33.790219,1, ,{DAC2BCBF-13ED-439F-A221-C78E15EBCB52},
-84.415389479157795,33.801483462813621,100,1224,Outer Defense Line,GHM,060-50,"White St at Howell Mill Rd, Atlanta",794,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.415385,33.801477,3, ,{C3C3D878-2260-49DE-9A66-115E320EAA0C},
-84.412807267270878,33.806191886113318,101,1220,Old Mt. Zion Church,GHM,060-49,"Howell Mill Rd just N of I-75 interchange, Atlanta",793,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.412803,33.806185,1, ,{4E22DCCF-8358-461B-90F0-D9BBA8D22E3B},
-84.412093673251761,33.807910605038337,102,1263,The Hiram Embry Plantation,GHM,060-47,"Channing Dr just east of Howell Mill Rd, Atlanta",791,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.412089,33.807904,1, ,{1F7487B9-9DFE-4937-90BE-F518BF1FC04D},
-84.412781876717531,33.810258965031444,103,1202,Maj. William C. Preston C.S.A.,GHM,060-48,"Howell Mill Rd at Norfleet Dr, Atlanta",792,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.412778,33.810253,1, ,{275F0A5E-EB99-4ED8-9AEF-FB3DEBEADD40},
-84.411314915833557,33.809590629201608,104,1228,Reynold's Brigade at The Ravine,GHM,060-46,"Spring Lake Drive at Collier Rd, Atlanta",790,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.411311,33.809584,1, ,{1F57843E-2BC6-494F-BD1C-CF2312E5FF76},
-84.415306885917502,33.81503924761067,105,1234,Rt. of 20th A.C. Line,GHM,060-59,"2191 Howell Mill Rd at Glenbrook Dr, Atlanta",803,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.415303,33.815033,1, ,{67A5FB25-090E-4B0A-ABFD-1D6FC052265D},
-84.415999113158321,33.823830429155734,106,1141,Federal Crossings,GHM,060-53,"Howell Mill Rd at Peachtree Creek bridge, Atlanta",797,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.415995,33.823824,3, ,{04D4D57A-9CF5-4837-95B4-92B2BFA6262A},
-84.416025714762611,33.823918663468383,107,1227,Reynold's Brigade,GHM,060-52,"Howell Mill Rd at Peachtree Creek bridge, Atlanta",796,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.416021,33.823912,1, ,{A0CFE2A6-4532-403A-A0CE-C111F3766215},
-84.416071285330659,33.824020943997539,108,1190,Howell's Mills,GHM,060-51,"Howell Mill Rd at Peachtree Creek bridge, Atlanta",795,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.416067,33.824014,1, ,{39FFBA92-7C16-4B0D-AD97-90EC2BD14D57},
-84.409812064938137,33.823865460629186,109,1157,Geary's Div. to Peachtree Creek,GHM,060-55,"Peachtree Battle Ave at Arden Rd, Atlanta",799,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.409808,33.823859,1, ,{CB62D4B1-8C0C-455F-BA0E-782371C65D5C},
-84.407909930700043,33.819273826720355,110,1160,Geary's Three Bridges,GHM,060-56,"Northside Dr and Wesley Dr, Atlanta",800,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.407906,33.819267,1, ,{EB7E92F1-D5B6-4DD5-8835-8ED06237700C},
-84.407452445855299,33.813466012941859,111,1285,Williams' Div. Deployed,GHM,060-57,"Northside Dr at Tennis Center N of Overbrook Dr, Atlanta",801,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.407448,33.81346,1, ,{94E8CC74-00D6-4045-9F08-ED58B587E94E},
-84.407687609774797,33.812497833234993,112,1215,O'Neal's Brigade at The Ravine,GHM,060-45,"Northside Dr at Overbrook Dr, Atlanta",789,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.407683,33.812491,1, ,{43BDB9CB-B177-41F1-8E93-3F41D6EBD9E8},
-84.407868336721194,33.810027175749148,113,1214,O'Neal's Brigade,GHM,060-44,"Northside Dr at Collier Rd, Atlanta",788,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.407864,33.810021,1, ,{FEA1F6E1-2262-45FC-BD0F-20EE6F6263AC},
-84.407278358405947,33.771545855321222,114,1242,Site of Captain Overton W. Barret's battery of Mis, , ,"At Clarklift of Atlanta, 610 Northside Drive",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.407274,33.771539,1, ,{FC166232-2115-4520-BF4D-5B3C5137D50E},
-84.402534037736203,33.806722441559337,115,1089,33d N.J. State Flag,GHM,060-58,"At 1911 Walthall Drive, Atlanta",802,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.40253,33.806716,1, ,{3C389CE8-3DC4-4180-A8D0-052598FB4109},
-84.403710429258012,33.811001231242862,116,1158,Geary's Division,GHM,060-41,"Collier Rd at Walthall Dr, Atlanta",785,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.403706,33.810995,1, ,{36F2D319-4BE7-4A83-B31E-A7D2913BD759},
-84.403795374282467,33.810764379482187,117,1223,On Geary's Front,GHM,060-42,"Collier Rd at Walthall Dr, Atlanta",786,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.403791,33.810758,1, ,{54EFBA62-897A-404C-AE08-8375B6958D5C},
-84.402460413266155,33.810186722776699,118,1238,Scott's Brigade,GHM,060-37,"Collier Rd at Redland Rd, Atlanta",781,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.402456,33.81018,1, ,{5C11AF83-5E12-4F2A-BBC0-0F75C2B06EB8},
-84.402206030109099,33.810166254520837,119,1128,Collier's Mill,GHM,060-39,"Collier Rd at Redland Rd, Atlanta",783,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.402202,33.81016,1, ,{BBAD2AB4-C59A-41AF-8095-D54B44CEDF93},
-84.402276952686265,33.810214207489302,120,1174,Harrison's Brigade,GHM,060-40A,"Collier Rd at Redland Rd, Atlanta",784,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.402273,33.810208,1, ,{A1CD055B-F6E0-4924-A3B2-D284BA65500E},
-84.400729803351595,33.809388566773343,121,1155,Gap in Federal Line,GHM,060-38,"423 Collier Rd, Atlanta",782,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.400726,33.809382,1, ,{3B70338E-9B1B-4E3B-B2A9-41CFC72B6545},
-84.397527388996878,33.814943263230504,122,1281,Ward's Div. Deployed,GHM,060-32,"Colonial Homes Dr at Bobby Jones Golf Course, Atlanta",776,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.397523,33.814937,3, ,{04B94E11-A3F6-4C18-8AFE-73F186235FD7},
-84.388808190928344,33.817822576884858,123,1287,Wood's & Newton's Divs. at Peachtree Creek,GHM,060-23,"Fairhaven Circle at Peachtree Road, Atlanta",514,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.388804,33.817816,1, ,{414AA34B-EFB2-4229-96FA-47A6EE194F61},
-84.388882323880779,33.817841686265808,124,1280,Ward's Div. Crossed Peachtree Creek,GHM,060-29,"Fairhaven Circle at Peachtree Rd, Atlanta",1010,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.388878,33.817835,1, ,{40339D91-14AA-4FC2-A80E-5EDD7A7F6C84},
-84.377264015992353,33.817971999430029,125,1197,King's Brigade,GHM,060-73,"Peachtree Hills Avenue at Tennis Center, Atlanta",840,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.37726,33.817966,1, ,{183967B7-C5FA-4587-B3AB-7E1395BBE8A2},
-84.393311168344269,33.808298317049534,126,1171,Hardee at Peachtree Creek,GHM,060-30,"Brighton Rd at Peachtree Rd, Atlanta",774,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.393307,33.808292,1, ,{8A5EF535-DBFE-4A66-A9B4-B4DEAF3D038F},
-84.393069957186938,33.808275746364117,127,1213,Newton's Division,GHM,060-70,"Brighton Rd at Peachtree Rd, Atlanta",837,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.393066,33.808269,3, ,{3E7C8847-F825-4C77-8DD3-B7165EC8E53B},
-84.393008402615109,33.804905847103292,128,1172,Hardee's Attack,GHM,060-71,"Palisades Rd at Peachtree Rd, Atlanta",838,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.393004,33.804899,1, ,{6FA8DA1D-E0E7-4048-8261-7B9509B8B5C0},
-84.393350699457841,33.80487533166923,129,1109,Battlefield of Peachtree Creek,GHM,060-31,"Palisades Road near Peachtree Road, Atlanta",775,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.393346,33.804869,1, ,{9A30ED85-D392-4F63-AC3E-01622AD53393},
-84.39584329345395,33.805372964501146,130,1219,Old Montgomery Fy. Rd.,GHM,060-84,"28th St and Wycliff Rd, Atlanta",851,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.395839,33.805367,1, ,{1F27FBD2-B091-43DA-9DDA-F893109D7B4F},
-84.399018997485754,33.806466316622284,131,1288,Wood's Brigade,GHM,060-34,"Ardmore Park on Ardmore Road, Atlanta",778,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.399015,33.80646,1, ,{D53BBDC3-6034-43F7-8673-5AB39ADBBEE0},
-84.399073771638967,33.80633189415893,132,1127,Coburn's Brigade,GHM,060-36,"Ardmore Park on Ardmore Road, Atlanta",780,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.39907,33.806325,1, ,{6783EB38-6F22-4299-91FB-ADA65E8A541B},
-84.39908924838403,33.806270027330953,133,1140,Featherston's Brigade,GHM,060-35,"Ardmore Park on Ardmore Road, Atlanta",779,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.399085,33.806264,1, ,{E50E24FA-6BB0-404C-B6F6-F3A1265B0885},
-84.398030045134774,33.808424910892242,134,1265,The Mississippi Brigade,GHM,060-33,"Collier and Ardmore Roads, Atlanta",777,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.398026,33.808418,4,no set screws,{7A9DB53F-9553-437F-A0B5-CC9FBA65C1DA},
-84.387883853422011,33.796093329731271,135,1229,Rhodes Hall - Le Reve,GHS,60-1,"1516 Peachtree Street, Atlanta",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.38788,33.796087,1, ,{7FC6FB39-049A-4590-9AFB-E2F4E767E0E2},
-84.387577088521653,33.798408573202373,136,1198,Land Lot 104,GHM,060-83,"West Peachtree Street at WSB, Atlanta",850,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.387573,33.798402,1, ,{6AEAFA3B-9AA1-4621-9940-96E9FFBC1456},
-84.383134367006079,33.785818546544007,137,1093,Atlanta Women's Club,GHM,060-149A,"1150 Peachtree Street, Atlanta",936,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.38313,33.785812,1, ,{6A3AA78A-65A7-47D7-9E10-12D96428FCE6},
-84.386506462530463,33.792951814022793,138,1204,Margaret Mitchell,GHM,060-191,"1401 Peachtree Rd, Atlanta",1743,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.386502,33.792945,1, ,{4DD18F18-B495-4232-B969-F5E4D3DA0ECA},
-84.377863569580413,33.788611641683204,139,1169,Habersham Memorial Hall,GHM,060-26B,"270 15th St just west of Piedmont Ave, Atlanta",1833,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.377859,33.788605,2, ,{A0F610BA-9CE0-4340-889A-649FC82C4D68},
-84.378105162416176,33.787811836477815,140,1239,Second Oldest D.A.R. Chapter,GHM,060-4B,"Piedmont Ave just south of 15th St, Atlanta",287,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.378101,33.787805,1, ,{163987D5-E107-4A24-9E16-115DC02C4D16},
-84.3775509518848,33.786292664388775,141,1116,Booker T. Washington  1856-1915,GHM,060-176,In Piedmont Park just inside 14th Street entrance,1963,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.377547,33.786286,1, ,{53773715-1880-4D95-8D6A-5640DAB5E5C7},
-84.377273834368751,33.786364249966716,142,1133,Cotton States International Exposition of 1895,GHM,060-177,In Piedmont Park just inside 14th Street entrance,1962,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.37727,33.786358,1, ,{02185581-DD75-49DD-96A7-0559C311FF94},
-84.372788974092302,33.793073392546695,143,1101,Bate's Division,GHM,060-72,"Piedmont Rd at Westminster Dr, Piedmont Park, Atlanta",839,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.372785,33.793067,1, ,{134AEEE0-4C81-49BC-94BE-1657AED7358F},
-84.367362511730249,33.801433191199621,144,1289,Wood's Div. 4th Corps,GHM,060-75,"Piedmont Ave at East Pelham Rd, Atlanta",842,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.367358,33.801427,1, ,{923CBBB0-6C14-4506-B8A6-DB8E40E2458C},
-84.367698395017158,33.810980333815664,145,1268,The Saga of Gold Tooth John, , ,On Lambert (?) between Piedmont Circle & Piedmont Rd,0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.367694,33.810974,1, ,{FDDCB26D-5CC9-482D-B15A-DB2362FA4C7C},
-84.351716821609514,33.82553966600404,146,1244,Site of Old Cheshire Bridge,GHM,060-21,"Buford Hwy just east of Lenox Rd at Shady Valley Dr, Atlanta",512,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.351713,33.825533,3, ,{9453B683-D0F3-43ED-A42E-42FA6E94F464},
-84.348730976384005,33.817361968784866,147,1112,Between the Peachtree Creek Forks,GHM,060-22,LaVista Rd east of Cheshire Bridge Rd at Fulton-DeKalb line,513,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.348727,33.817356,1, ,{6B27EBD6-9290-44B0-B13B-5C4737066CAF},
-84.33435950277503,33.814660570655477,148,916,Stanley & Wood March to Durand's Mill,GHM,044-26,Briarcliff Rd south of LaVista Road,515,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.334355,33.814654,1, ,{5B1AA798-2FFC-4615-B0A4-E9BAD41D885D},
-84.335673033922717,33.803277669267196,149,876,Durand's Mill,GHM,044-27,Old Briarcliff Rd at Old Briarcliff Way behind shopping ctr,1814,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.335669,33.803271,1, ,{4BC2E5B7-F36A-4816-B9D2-FBBA3FED0F48},
-84.33553168269799,33.797096745892077,150,856,4th A.C. at Durand's Mill,GHM,044-28,Briarcliff Rd at Old Briarcliff Rd,1815,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.335527,33.79709,1, ,{2DFA1811-722F-42AC-AFFE-33CA873E4BE0},
-84.750227651051219,33.750409330265732,151,999,Veterans Memorial, , ,Old Courthouse in Douglasville on US 78,0,13097,097,Douglas,3,1,Atlanta Regional Commission RDC,-84.750223,33.750403,1,NOT ON LIST,{C7044B2E-40FE-451C-9CA9-619B47872F67},
-84.334563126933872,33.79628047234079,152,891,Historic Ground, , ,"At WAGA Studio, Briarcliff Rd south of Old Briarcliff Rd",0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.334559,33.796274,1, ,{1FA8BCAD-671A-4CDB-8AAF-B15C78E2103E},
-84.3387565499158,33.789983978796919,153,869,Closing the Gap,GHM,044-29,Briarcliff Road at University Drive,516,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.338752,33.789978,1, ,{31151964-CFC0-493F-AB34-1717B347A9D6},
-84.35115801526284,33.793785760892959,154,1124,Cheatham's Salient,GHM,060-76,"North Highland and Zimmer Drive NE, Atlanta",843,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.351154,33.793779,1, ,{B3D70C72-DBB0-4DF0-A998-A07EEA2812D7},
-84.349656303544322,33.797700456867851,155,1251,Stanley's & Wood's Sector,GHM,060-74,"Fork of Johnson and Lenox Rds, Atlanta",841,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.349652,33.797694,1, ,{B3D7EA7B-6DAA-455C-8A9D-2061F0257EDE},
-84.367209144238146,33.791779587663768,156,1254,Stevenson's Division,GHM,060-77,"Dutch Valley Rd at Monroe Dr, Atlanta",844,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.367205,33.791773,1, ,{91939668-2B58-49D1-BB13-515D845D4E8E},
-84.418146119395544,33.783633615261415,157,1129,Confederate Army Command Changed,GHM,060-3,"Mead Paper Co, 950 West Marietta, Atlanta",286,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.418142,33.783627,1, ,{BBFBF326-3B53-4EF3-8723-354C2E3943BA},
-84.420519401640803,33.784848279578952,158,1135,Dexter Nile's House,GHM,060-89,"1030 Marietta Street, Atlanta",1089,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.420515,33.784842,1, ,{173A310B-FEB9-4C58-9971-700D2D982D10},
-84.43687195318391,33.788175678179748,159,1161,Gen. Cleburne's Headquarters,GHM,060-88,"Johnson Rd just west of Perry Blvd and Marietta Rd, Atlanta",855,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.436868,33.788169,3, ,{6A470FC0-DCA9-4E62-AF29-00F1B25FBF18},
-84.446314332398856,33.809973486929891,160,1123,Casey's Hill,GHM,060-86,"Old Atlanta-Marietta Rd, west edge, Crestlawn Cemetery",853,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.44631,33.809967,1, ,{9160DDFF-9167-49B0-A5C2-604E5C26910B},
-84.446756074897735,33.808888994479496,161,1094,Atlanta's Outer Line,GHM,060-87,"Old Atlanta-Marietta Rd, west edge of Crestlawn Cemetery",854,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.446752,33.808883,1, ,{C40DCE12-F88D-4D13-B203-A8F558BF50F7},
-84.460154712176461,33.821228941965671,162,1195,Johnston's Army Crossed the River,GHM,060-85,"Waterworks gate off Bolton Rd (at Nixon), Bolton",852,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.46015,33.821222,1, ,{01A18215-D750-4BC0-A5FE-1E0C2A92F085},
-84.45170441990247,33.819357996591634,163,1207,Montgomery Cemetery,GHM,060-190B,On west side of Marietta Blvd 1/4 mile south of Bolton Rd,1741,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.4517,33.819352,1, ,{35F410EC-2BD7-4294-8E99-0251C35DF824},
-84.451118013513437,33.820753723571023,164,1209,Montgomery-DeFoor House Site,GHM,060-63,Moore's Mill Rd at Bolton Rd,823,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.451114,33.820747,6, ,{2F924DEB-6FFB-4A66-B0C1-62A0EC99DFE7},
-84.442389308221863,33.826443459462958,165,1210,Moore's Mill,GHM,060-64,"Moore's Mill Rd east of Peachtree Creek, Atlanta",824,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.442385,33.826437,1, ,{C5F1CE36-9BBB-4866-B245-D794D849A5C6},
-84.442351449171056,33.82644594427618,166,1103,Battle at Moore's Mill,GHM,060-65,"Moores Mill Road east of Peachtree Creek, Atlanta",825,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.442347,33.826439,1, ,{B0D3E587-9419-44A0-8B5D-7B0C10E44406},
-84.427172084306648,33.814235981196347,167,1136,Disputed Passage,GHM,060-66,"DeFoors Ferry Rd at Bohler Rd, Atlanta",826,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.427168,33.81423,3, ,{431DBDB1-9C3A-4058-9C56-533B9F605CA9},
-84.42157077760632,33.80366255686193,168,1152,French's Division Hood's Left Flank,GHM,060-68,"Davis Circle just off DeFoor Avenue, Atlanta",828,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.421567,33.803656,1, ,{CE810E02-9531-4AA6-B515-035677997E5F},
-84.432221179525968,33.803100407625585,169,1153,French's Line,GHM,060-67,"Chattahochee Ave and Carroll Dr, Atlanta",827,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.432217,33.803094,1, ,{CD2AEDFB-B648-4963-B67F-4D746AB84D18},
-84.407884891873536,33.810059090511658,170,1159,Geary's Refused Line,GHM,060-43,Collier Rd and Northside Dr,787,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.407881,33.810053,1, ,{3CEB6DF9-869A-4A16-B4DA-226D3EFFE8AC},
-84.396623428764073,33.844087722881675,171,1087,"20th A.C., Pace's Fy. Rd.",GHM,060-27,"Arden Road at West Paces Ferry Road, Atlanta",1005,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.396619,33.844081,1, ,{513D3D5A-1BB0-4BC5-A27B-30861DA75135},
-84.388749347682136,33.835180776215068,172,1282,Ward's Div. Encamped,GHM,060-28,"Andrews Dr and Habersham Way, Atlanta",1009,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.388745,33.835174,1, ,{08AA42BD-DC23-47D3-BE17-5AC1517062AB},
-84.379337627294859,33.840294269661406,173,1086,"""The Storyteller""", , ,"Park in Buckhead at Peachtree, Roswell Rd, & Paces Ferry",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.379333,33.840288,1, ,{39C7F301-4A0B-4B57-9583-5D749C5D3DB6},
-84.376346923008356,33.839171597245638,174,1091,4th A.C. at Buckhead,GHM,060-19,"East Paces Ferry at Grandview Drive, Atlanta",510,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.376343,33.839165,1, ,{9AA1E1D0-09E1-4C25-B163-5D0414F8FE89},
-84.368666951811093,33.838551292728582,175,1217,Old Cheshire Bridge Road,GHM,060-20,"Piedmont Ave at East Pace's Fy Rd, Atlanta",511,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.368663,33.838545,6, ,{40DD1BA4-7396-4FCE-98C6-FCD30C79AB5D},
-84.37887897800276,33.842611457972239,176,1115,Blue Star Memorial Highway,GCG, ,East side of Roswell Road north of Irby St in Buckhead,0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.378875,33.842605,1, ,{6AF7B760-91C9-4B8C-B757-DA4A0D48ABEE},
-84.384188777967267,33.857165647715348,177,1237,Sardis Methodist Church,GHM,060-119,"Powers Ferry Rd just NW of Roswell Rd, Atlanta",1389,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.384185,33.857159,1, ,{EFFC6528-65B3-4F52-9C34-8AFB3002BBDD},
-84.392635038247391,33.86727311074263,178,1286,Williams' Ky. Cavalry at Nancy's Creek,GHM,060-18,"Powers Ferry Rd just south of Nancy Creek bridge, Atlanta",509,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.392631,33.867267,1, ,{F09EF4DE-0F2F-440D-9194-7A98FD0B5446},
-84.39302443751518,33.86814425974368,179,1187,Howard's Corps at Nancy's Creek,GHM,060-17,"Powers Ferry Rd just north of Nancy Creek bridge, Atlanta",508,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.39302,33.868138,1, ,{77EE6AFB-BD41-4A5D-B693-38078194B1C4},
-84.351662941266497,33.869683230134648,180,1117,Brookhaven Historic District, , ,"East Club Lane and Lakehaven Drive, Atlanta",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.351659,33.869677,1, ,{0F59BC29-9D66-45D0-8B19-478F26A170A8},
-84.350366072421537,33.862931462944275,181,1118,Brookhaven Historic District, , ,"Club Entrance and West Brookhaven, Atlanta",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.350362,33.862925,1, ,{94CF7EA1-BA10-435D-A7FC-658F20748265},
-84.342255695898075,33.860600095317494,182,864,Brookhaven Historic District, , ,"Brookhaven and East Brookhaven Drs, Atlanta",0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.342251,33.860594,1, ,{DCBD26CD-8812-46A7-9D79-3B7CEF909878},
-84.342198742100067,33.857720055726524,183,915,Solomon Goodwin's Residence,GHM,044-12,Peachtree Rd SW of North Druid Hills Rd intersection,505,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.342195,33.857714,3, ,{E9733C7B-12F4-4226-A674-3A4049A0FB10},
-84.499815386505318,34.237673756135187,184,517,Crescent Farm Rock Barn,GHM,028-5,Old Hwy 5 opposite Canton City Hall approx 1 mi SW of Canton,1917,13057,057,Cherokee,3,1,Atlanta Regional Commission RDC,-84.499811,34.237667,1, ,{028FD662-DC83-467E-97B3-4C9BFDED0305},
-84.490840133838859,34.237426787310369,185,516,Cherokee County Gold,GHM,028-4,Courthouse in Canton,1903,13057,057,Cherokee,3,1,Atlanta Regional Commission RDC,-84.490836,34.23742,3, ,{A5435FAD-0064-40EB-897E-B0466AB6F43C},
-84.490842641636974,34.23700256138563,186,515,Cherokee County,GHM,028-2,Square in front of courthouse in Canton,145,13057,057,Cherokee,3,1,Atlanta Regional Commission RDC,-84.490838,34.236996,1, ,{D6908C9B-4909-4147-A13E-64A430B7E94C},
-84.490231000440446,34.235181888493479,187,519,Joseph Emerson Brown,GHM,028-3,City Park on Marietta Street in Canton,162,13057,057,Cherokee,3,1,Atlanta Regional Commission RDC,-84.490227,34.235175,1, ,{A36E6E3A-2F8F-4EDD-90DE-85C46AE4DC2A},
-84.414551323488567,34.240720330551703,188,518,Fort Buffington,GHM,028-6,"Buffington Elementary School on Ga 20, 3 miles E of I-575",1928,13057,057,Cherokee,3,1,Atlanta Regional Commission RDC,-84.414547,34.240714,3, ,{A443B2C5-70DB-442E-8B8D-04EDEEFCEEB5},
-84.376011004459812,34.337711134011485,189,514,Battle of Taliwa,GHM,028-1,On Ga 372 in Ball Ground at the RR tracks,58,13057,057,Cherokee,3,1,Atlanta Regional Commission RDC,-84.376007,34.337705,1, ,{6EEB3C7C-CC48-4661-BF36-41FA87210454},
-84.615332027154423,34.051655672968138,190,716,Site-Moon's Station,GHM,033-45,Baker Rd at Moon Station Rd,352,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.615328,34.051649,1, ,{BAC14E3E-5EFB-47DA-862F-E5CD59252A3A},
-84.692369931177041,34.038524019363173,191,670,Gen. George H. Thomas' Headquarters,GHM,033-28,Mars Hill Rd SW of US 41 near Mars Hill Church,88,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.692366,34.038518,1, ,{F01CCC73-72C0-4D0F-8419-0DFB9DDC07C8},
-84.723613824155279,34.053257693233938,192,748,The Wm. Nickols House,GHM,033-34,Ga 92 0.6 mile southwest of US 41,93,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.72361,34.053251,1, ,{77B85313-D0E2-442F-88F8-AC6D5252AC9A},
